age,job,marital,education,default,housing,loan,contact,campaign,poutcome,y
46,management,married,tertiary,no,no,no,cellular,1,failure,yes
29,technician,single,secondary,no,yes,no,cellular,1,failure,yes
60,blue-collar,married,primary,no,yes,yes,cellular,4,failure,no
39,technician,divorced,secondary,no,yes,no,cellular,2,failure,yes
27,blue-collar,single,primary,no,yes,no,cellular,4,success,no
44,technician,single,tertiary,no,no,no,cellular,1,failure,no
34,blue-collar,married,secondary,no,yes,no,cellular,1,failure,no
37,management,married,tertiary,no,yes,no,cellular,2,other,yes
46,blue-collar,married,secondary,no,no,no,cellular,2,failure,yes
36,management,married,tertiary,no,yes,no,cellular,3,other,yes
42,management,married,tertiary,no,no,no,cellular,2,success,no
44,management,married,primary,no,yes,yes,cellular,1,failure,no
25,admin.,single,secondary,no,yes,no,cellular,1,failure,yes
74,retired,married,tertiary,no,no,no,cellular,2,failure,no
34,management,married,secondary,no,no,no,cellular,3,failure,yes
44,blue-collar,married,secondary,no,yes,no,cellular,1,failure,no
39,management,married,tertiary,no,no,no,cellular,2,failure,yes
38,management,married,tertiary,no,no,no,cellular,12,failure,no
34,technician,married,tertiary,no,yes,no,cellular,1,other,no
36,services,married,secondary,no,yes,yes,cellular,1,failure,no
33,services,single,tertiary,no,yes,no,cellular,1,other,no
28,student,single,secondary,no,no,no,cellular,1,failure,yes
30,admin.,married,secondary,no,no,no,cellular,1,failure,yes
51,admin.,married,secondary,no,no,no,cellular,1,other,no
24,blue-collar,single,secondary,no,yes,no,cellular,1,other,no
41,admin.,divorced,secondary,no,yes,yes,cellular,3,failure,no
44,management,married,tertiary,no,yes,no,telephone,2,other,yes
30,admin.,single,secondary,no,yes,no,cellular,1,success,no
28,technician,single,secondary,no,yes,no,cellular,1,failure,no
42,management,married,primary,no,yes,no,cellular,2,success,yes
34,management,divorced,tertiary,no,no,no,cellular,2,success,yes
31,technician,married,secondary,no,yes,yes,cellular,1,other,no
27,technician,single,tertiary,no,no,no,cellular,1,failure,yes
31,management,married,tertiary,no,no,no,cellular,3,success,yes
33,services,single,secondary,no,yes,no,cellular,2,success,no
39,admin.,married,secondary,no,no,no,cellular,2,failure,no
54,technician,married,secondary,no,no,yes,cellular,1,failure,yes
52,management,married,tertiary,no,no,no,cellular,1,failure,yes
34,admin.,single,secondary,no,yes,no,cellular,7,other,no
33,blue-collar,married,secondary,no,no,no,cellular,2,failure,no
76,retired,married,tertiary,no,no,no,telephone,3,failure,no
32,blue-collar,single,secondary,no,yes,no,cellular,2,failure,no
36,admin.,single,tertiary,no,no,no,cellular,3,failure,no
23,blue-collar,single,primary,no,yes,no,cellular,1,failure,no
41,services,married,secondary,no,yes,yes,cellular,2,failure,yes
53,blue-collar,married,secondary,no,yes,no,cellular,5,failure,yes
26,student,single,secondary,no,no,no,cellular,1,other,no
30,services,single,secondary,no,yes,no,cellular,1,success,yes
37,admin.,married,secondary,no,yes,no,cellular,1,failure,yes
26,blue-collar,single,secondary,no,no,no,cellular,1,other,yes
64,retired,married,secondary,no,no,no,cellular,1,other,no
66,retired,married,tertiary,no,no,no,cellular,1,success,yes
35,management,married,tertiary,no,yes,no,telephone,7,other,no
29,blue-collar,married,secondary,no,yes,no,cellular,2,failure,no
27,management,single,tertiary,no,no,no,cellular,1,other,yes
46,management,married,tertiary,no,yes,no,cellular,1,failure,no
54,unemployed,married,secondary,no,no,no,cellular,3,failure,yes
40,admin.,single,secondary,no,yes,no,cellular,2,failure,yes
71,retired,married,primary,no,no,no,cellular,2,success,no
77,retired,married,primary,no,no,no,cellular,1,other,no
41,management,married,tertiary,no,no,no,cellular,2,failure,yes
40,blue-collar,single,primary,no,yes,no,cellular,3,failure,no
29,blue-collar,married,secondary,no,yes,no,cellular,2,other,yes
34,services,married,secondary,no,no,yes,cellular,1,success,no
29,blue-collar,married,primary,no,yes,no,cellular,4,failure,no
70,retired,divorced,primary,no,no,no,telephone,1,success,yes
28,blue-collar,single,secondary,no,yes,no,cellular,1,failure,yes
55,technician,single,secondary,no,yes,no,cellular,1,failure,no
34,services,divorced,secondary,no,yes,no,cellular,1,failure,no
32,blue-collar,married,primary,no,yes,no,cellular,2,other,no
35,technician,married,secondary,no,yes,no,cellular,1,failure,yes
37,blue-collar,single,primary,no,yes,no,cellular,1,failure,no
36,management,married,tertiary,no,yes,no,cellular,3,success,yes
52,management,married,primary,yes,yes,yes,cellular,1,failure,no
44,management,divorced,tertiary,no,yes,no,cellular,2,failure,no
48,technician,married,secondary,no,no,yes,cellular,1,failure,no
26,technician,single,secondary,no,no,no,cellular,1,failure,no
60,housemaid,married,secondary,no,no,no,telephone,2,failure,yes
42,management,married,tertiary,no,no,no,cellular,1,failure,no
61,retired,married,tertiary,no,yes,no,cellular,2,success,yes
57,management,divorced,tertiary,no,yes,no,cellular,2,failure,yes
36,services,married,secondary,no,yes,yes,cellular,6,other,no
31,management,single,tertiary,no,no,no,cellular,3,success,yes
45,technician,divorced,secondary,no,yes,no,cellular,2,failure,yes
29,management,single,tertiary,no,no,no,cellular,2,success,yes
62,blue-collar,married,secondary,no,no,no,cellular,1,failure,yes
24,technician,married,secondary,no,yes,no,cellular,2,success,no
50,technician,married,secondary,no,no,no,cellular,2,success,yes
38,housemaid,single,primary,no,yes,no,cellular,1,failure,yes
42,management,married,primary,no,yes,yes,cellular,1,failure,yes
39,blue-collar,married,secondary,no,yes,no,cellular,4,other,no
48,services,married,secondary,no,yes,no,cellular,2,failure,no
31,management,single,tertiary,no,yes,no,cellular,2,other,no
57,technician,divorced,secondary,no,yes,no,cellular,2,failure,yes
38,technician,single,secondary,no,yes,no,cellular,1,success,no
36,blue-collar,divorced,secondary,no,yes,no,cellular,1,failure,no
34,retired,married,secondary,no,no,no,cellular,1,failure,no
42,technician,married,secondary,no,yes,no,cellular,3,success,yes
35,self-employed,married,tertiary,no,no,no,cellular,3,other,no
24,student,single,secondary,no,no,no,cellular,1,other,yes
35,technician,married,tertiary,no,no,no,cellular,3,success,yes
33,admin.,single,secondary,no,yes,yes,cellular,11,failure,yes
56,management,single,secondary,no,yes,no,telephone,3,failure,yes
57,management,married,tertiary,no,yes,yes,cellular,1,success,yes
38,unemployed,single,secondary,no,yes,no,cellular,2,failure,no
30,blue-collar,married,primary,no,yes,no,cellular,1,failure,yes
29,management,married,tertiary,no,yes,no,cellular,1,failure,no
27,management,single,tertiary,no,no,no,cellular,1,success,yes
40,unemployed,divorced,secondary,no,yes,no,cellular,1,failure,yes
30,technician,married,secondary,no,yes,no,cellular,3,failure,no
40,admin.,married,secondary,no,no,no,cellular,2,success,yes
22,services,single,secondary,no,no,no,cellular,2,success,yes
34,services,married,secondary,no,no,no,cellular,2,success,yes
76,housemaid,divorced,primary,no,no,no,telephone,2,success,yes
60,admin.,married,secondary,no,no,no,cellular,1,success,yes
56,retired,married,primary,no,no,no,cellular,2,failure,yes
51,management,married,tertiary,no,no,no,cellular,1,success,yes
47,technician,married,secondary,no,no,no,telephone,3,failure,no
23,blue-collar,single,primary,no,yes,no,cellular,1,failure,no
33,technician,married,secondary,no,no,no,cellular,2,other,yes
58,admin.,married,secondary,no,no,no,cellular,1,success,yes
80,retired,married,primary,no,no,no,telephone,1,success,yes
60,retired,married,secondary,no,no,no,cellular,1,other,yes
32,technician,married,tertiary,no,yes,no,cellular,1,success,yes
39,admin.,married,secondary,no,yes,no,cellular,1,failure,no
33,student,married,secondary,no,no,no,cellular,2,success,yes
29,unemployed,single,primary,no,no,no,cellular,3,success,no
26,management,single,tertiary,no,no,no,cellular,4,success,yes
33,admin.,married,tertiary,no,yes,no,cellular,1,success,yes
54,retired,single,secondary,no,yes,no,cellular,2,failure,no
41,management,married,tertiary,no,no,no,cellular,4,other,yes
38,technician,single,tertiary,no,yes,no,cellular,1,failure,no
31,management,single,tertiary,no,no,no,cellular,1,success,yes
54,technician,divorced,secondary,no,yes,no,cellular,1,failure,yes
36,blue-collar,single,primary,no,yes,no,cellular,2,failure,yes
36,entrepreneur,single,tertiary,no,yes,no,cellular,1,failure,no
26,management,single,tertiary,no,no,no,cellular,1,other,yes
37,admin.,single,tertiary,no,yes,no,cellular,1,success,yes
43,blue-collar,divorced,secondary,no,yes,yes,cellular,2,failure,no
43,admin.,married,secondary,no,yes,yes,cellular,3,failure,no
46,management,divorced,tertiary,no,yes,no,telephone,3,failure,no
53,management,divorced,tertiary,no,no,no,cellular,1,other,no
47,management,divorced,tertiary,no,yes,no,cellular,4,other,no
37,management,divorced,secondary,no,yes,no,cellular,2,failure,no
30,unemployed,single,tertiary,no,no,no,telephone,1,other,no
33,management,married,tertiary,no,yes,no,cellular,2,failure,no
27,technician,single,secondary,no,no,no,telephone,1,success,no
31,services,divorced,primary,no,yes,no,cellular,1,success,yes
30,management,married,tertiary,no,yes,no,cellular,2,other,no
57,retired,married,primary,no,no,no,cellular,1,success,yes
43,technician,married,secondary,no,yes,no,cellular,3,success,yes
39,management,single,tertiary,no,no,no,cellular,2,failure,no
40,unemployed,single,secondary,no,yes,no,cellular,2,failure,yes
35,student,single,secondary,no,yes,no,cellular,1,success,yes
37,admin.,married,secondary,no,yes,yes,cellular,2,success,yes
36,blue-collar,married,secondary,no,yes,no,telephone,2,failure,no
33,services,married,secondary,no,yes,yes,cellular,1,failure,yes
24,student,single,secondary,no,no,no,cellular,1,success,yes
45,technician,married,secondary,no,yes,no,cellular,2,failure,no
28,blue-collar,married,secondary,no,no,no,cellular,4,other,yes
28,student,single,secondary,no,no,no,cellular,1,failure,yes
41,services,divorced,secondary,no,yes,no,cellular,3,other,no
33,management,married,secondary,no,yes,no,cellular,2,other,no
80,retired,married,primary,no,no,no,cellular,1,success,yes
38,blue-collar,single,secondary,no,no,no,cellular,1,failure,yes
52,services,married,secondary,no,yes,no,cellular,6,failure,no
59,unemployed,married,secondary,no,no,no,cellular,1,success,yes
53,blue-collar,divorced,primary,no,no,no,telephone,1,success,yes
53,blue-collar,married,secondary,no,yes,no,cellular,3,other,no
39,entrepreneur,married,tertiary,no,yes,no,cellular,3,other,no
35,blue-collar,married,primary,no,yes,no,cellular,2,failure,no
39,services,married,secondary,no,yes,yes,cellular,1,failure,yes
36,admin.,single,tertiary,no,yes,no,cellular,3,failure,yes
35,management,single,tertiary,no,yes,no,cellular,1,other,yes
32,management,married,tertiary,no,no,no,cellular,1,failure,yes
45,blue-collar,married,secondary,no,yes,no,cellular,4,failure,no
39,management,divorced,tertiary,no,yes,no,cellular,2,failure,no
48,blue-collar,married,secondary,no,yes,no,cellular,1,success,no
31,management,married,secondary,no,yes,no,cellular,1,failure,yes
36,blue-collar,married,primary,no,yes,no,cellular,1,failure,no
62,self-employed,divorced,tertiary,no,yes,no,cellular,1,success,yes
25,blue-collar,single,secondary,no,no,no,cellular,1,success,yes
38,technician,married,secondary,no,yes,no,cellular,2,failure,no
40,technician,married,tertiary,no,no,no,cellular,2,failure,no
43,admin.,single,secondary,no,no,no,cellular,3,failure,yes
36,technician,divorced,secondary,no,yes,no,cellular,1,failure,no
37,admin.,married,secondary,no,no,no,cellular,1,success,no
28,technician,single,tertiary,no,yes,no,cellular,1,failure,yes
29,admin.,single,secondary,no,no,no,cellular,2,success,yes
39,management,married,tertiary,no,yes,no,cellular,1,other,yes
52,technician,married,tertiary,no,no,no,cellular,1,other,yes
33,technician,single,secondary,no,yes,no,cellular,2,success,no
62,retired,married,secondary,no,no,no,cellular,1,success,yes
48,management,married,tertiary,no,no,no,cellular,1,success,yes
32,management,single,tertiary,no,no,no,cellular,2,other,yes
32,technician,married,tertiary,no,yes,no,cellular,5,success,no
38,management,married,tertiary,no,no,no,cellular,1,success,no
61,management,married,tertiary,no,no,no,cellular,1,success,yes
32,management,single,tertiary,no,no,no,cellular,5,failure,no
36,admin.,married,secondary,no,yes,no,cellular,1,failure,yes
43,blue-collar,married,primary,no,yes,no,cellular,2,other,no
36,services,divorced,secondary,no,yes,no,cellular,1,failure,no
52,blue-collar,single,secondary,no,yes,no,cellular,1,other,no
39,admin.,married,secondary,no,yes,no,cellular,2,failure,no
29,technician,single,tertiary,no,no,no,cellular,3,failure,no
39,services,married,secondary,no,yes,no,cellular,2,failure,no
54,retired,married,primary,no,no,yes,cellular,2,failure,yes
38,services,married,secondary,no,yes,no,cellular,3,other,no
43,services,married,tertiary,no,no,no,cellular,2,success,no
57,admin.,married,secondary,no,yes,no,cellular,4,failure,no
51,management,married,tertiary,no,yes,yes,cellular,1,other,no
35,technician,married,secondary,no,no,no,cellular,1,other,no
30,self-employed,married,secondary,no,yes,no,cellular,1,other,no
30,blue-collar,married,secondary,no,yes,no,cellular,2,failure,no
32,management,married,tertiary,no,no,no,cellular,1,other,yes
34,admin.,married,tertiary,no,no,no,cellular,1,success,yes
24,technician,married,secondary,no,yes,no,cellular,1,success,no
27,student,single,tertiary,no,yes,no,cellular,2,other,no
39,management,single,tertiary,no,yes,no,cellular,1,success,yes
51,blue-collar,married,primary,no,yes,yes,cellular,2,failure,no
53,admin.,single,secondary,no,yes,no,cellular,1,success,no
45,services,married,secondary,no,yes,no,cellular,2,failure,no
42,blue-collar,married,primary,no,yes,yes,cellular,2,other,no
28,self-employed,single,tertiary,no,no,no,cellular,5,failure,no
37,services,single,secondary,no,no,yes,cellular,2,failure,no
34,management,married,tertiary,no,no,no,cellular,3,other,no
40,management,married,tertiary,no,yes,no,cellular,1,success,yes
75,retired,married,secondary,no,no,no,cellular,1,success,yes
38,blue-collar,married,secondary,no,yes,no,cellular,2,other,no
28,technician,single,tertiary,no,no,no,cellular,2,success,no
46,blue-collar,married,primary,no,yes,no,cellular,2,failure,no
28,technician,single,secondary,no,yes,no,cellular,2,failure,yes
28,technician,single,secondary,no,yes,no,cellular,1,failure,yes
44,management,married,tertiary,no,yes,no,cellular,6,failure,no
32,technician,single,tertiary,no,no,no,cellular,2,other,yes
40,technician,married,secondary,no,no,no,cellular,1,failure,no
54,management,married,tertiary,no,yes,no,cellular,1,failure,no
28,self-employed,single,tertiary,no,no,no,cellular,2,other,no
29,admin.,single,secondary,no,yes,no,cellular,1,failure,yes
31,management,single,tertiary,no,no,no,cellular,1,failure,yes
28,technician,single,tertiary,no,yes,no,cellular,1,success,yes
24,student,single,secondary,no,no,no,cellular,1,failure,no
43,management,married,tertiary,no,no,no,cellular,1,failure,yes
25,self-employed,single,tertiary,no,yes,no,cellular,2,failure,no
37,admin.,divorced,secondary,no,no,no,cellular,4,failure,no
59,management,married,tertiary,no,no,no,cellular,6,success,yes
29,technician,single,tertiary,no,no,no,cellular,2,other,yes
54,retired,married,secondary,no,yes,no,cellular,1,failure,no
40,unemployed,single,tertiary,no,no,no,cellular,1,success,yes
37,technician,divorced,secondary,no,yes,no,cellular,2,other,no
26,entrepreneur,single,secondary,no,yes,no,cellular,1,failure,yes
